股票代码,股票简称,现价(元),涨跌幅(%),区间收盘价:前复权(元)2020.01.02-2020.12.09,加权净资产收益率(%)2020.09.30,区间开盘价:前复权(元)2020.01.02-2020.12.09,区间最高价:前复权(元)2020.01.02-2020.12.09,区间最低价:前复权(元)2020.01.02-2020.12.09,所属同花顺行业,预测净资产收益率(%)2022.12.31,预测净资产收益率(%)2021.12.31,预测净资产收益率(%)2020.12.31,净利润(元)2020.09.30,净资产(元)2020.09.30
600519.SH,贵州茅台,1853.11,0.168,1853.11,23.2,1110.975,1875,943.075,食品饮料-饮料制造-白酒,28.0456,28.7843,29.1507,33827103961.22,154171658125.39
688169.SH,石头科技,934.46,1.422,934.46,15.63,--,950,313.11,家用电器-白色家电-小家电,23.81,26.1106,30.6365,899343305,6618619250
300896.SZ,爱美客,571.58,-3.996,571.99,32.11,--,664,311,医药生物-医疗器械服务-医疗器械Ⅲ,24.7233,24.2967,23.8886,290434298.49,4383523594.85
300751.SZ,迈为股份,559.00,5.671,559.00,18.7,140.7,568.28,137.67,机械设备-电气设备-电源设备,24.776,23.732,21.6196,274373237.3,1577760179.11
300782.SZ,卓胜微,554.50,1.832,554.80,35.64,228.83333333,579.6,204.27222222,电子-半导体及元件-集成电路,31.5039,34.0139,36.6283,717510248.17,2304332541.19
300841.SZ,康华生物,462.90,-1.705,462.90,32.01,--,996,84.44,医药生物-生物制品-生物制品Ⅲ,30.5367,33.1033,35,343664826.66,1907837075.43
603444.SH,吉比特,405.00,-1.204,405.36,24.17,296.68,671.6,291.11,信息服务-传媒-其他传媒,26.9375,29.1945,29.725,794687099.42,3906226446.22
688536.SH,思瑞浦,399.27,-2.852,399.27,52.41,--,416,202,电子-半导体及元件-集成电路,24.0088,23.7638,27.415,162812079.7,2548056198.29
000661.SZ,长春高新,383.11,-1.258,383.12,24.53,226,513.5,216.75,医药生物-生物制品-生物制品Ⅲ,28.4938,29.3476,29.9648,2260128595.35,11258119506.17
300760.SZ,迈瑞医疗,345.00,-1.958,345.01,26.53,180.5,409.29,174.55,医药生物-医疗器械服务-医疗器械Ⅲ,25.6838,26.2204,27.3452,5363155897,22061066954
688095.SH,福昕软件,299.24,-2.324,299.24,24.87,--,373,265,信息服务-计算机应用-软件开发及服务,23.497,23.044,21.874,92603510.46,3010580459.9
300661.SZ,圣邦股份,282.87,-3.067,282.86,17.03,166.24,405,151.06666667,电子-半导体及元件-集成电路,25,23.7913,20.862,207037641.27,1366649215.38
002821.SZ,凯莱英,272.82,-0.431,272.82,15.41,129.16,295,123.66,医药生物-化学制药-化学原料药,21.0195,19.6586,18.2576,506224905.17,5779429294.99
600809.SH,山西汾酒,271.80,2.584,271.95,28.91,88.01,282.36,74.6,食品饮料-饮料制造-白酒,27.9076,28.4471,28.11,2461217522.76,9336730813.63
000858.SZ,五粮液,271.12,-0.346,271.06,18.48,129.8,279,96.43,食品饮料-饮料制造-白酒,24.2669,24.3411,23.8467,14545454674.88,82071796368.28
600436.SH,片仔癀,240.00,5.290,240.03,18.56,109.17,293.98,106.93,医药生物-中药-中药Ⅲ,22.0081,21.8247,21.1829,1328943439.48,7922853451.25
600763.SH,通策医疗,233.49,0.017,233.49,19.95,103.03,244.84,90.9,医药生物-医疗器械服务-医疗服务Ⅲ,23.7824,23.7806,23.07,395759682.84,2381470225.11
000596.SZ,古井贡酒,227.88,-0.480,227.91,16.25,129.8,277.58,97.51,食品饮料-饮料制造-白酒,21.7631,21.468,20.353,1537681004.06,10133527910.17
603501.SH,韦尔股份,220.10,0.459,219.00,16.93,143.33,252.73,131.94,电子-半导体及元件-集成电路,24.5841,25.1486,23.2336,1726573374.87,10375405097.91
688301.SH,奕瑞科技,204.99,-1.071,204.99,28.49,--,223.85,144.02,机械设备-专用设备-其它专用机械,29.0833,29.96,31.3433,155732926.99,2565959504.66
601888.SH,中国中免,203.70,-2.091,203.68,15.77,88.29,249,65.78,餐饮旅游-景点及旅游-旅游综合Ⅲ,29.6662,30.7227,21.7112,3164144459.02,22476436207.05
605168.SH,三人行,202.75,-1.511,202.75,20.67,--,305.5,71.24,信息服务-传媒-营销服务,29.7667,29.82,30.6567,182667948.92,1443731306.05
605111.SH,新洁能,199.52,-3.290,199.61,16.23,--,218,28.67,电子-半导体及元件-分立器件,21.3614,19.3457,17.1143,100947574.12,1121554717.51
002304.SZ,洋河股份,196.49,-0.350,196.50,19.08,106.99,200.02,77.34,食品饮料-饮料制造-白酒,19.7644,19.3827,18.7567,7185703291.18,38171275923.08
603195.SH,公牛集团,193.14,-0.801,193.14,18.91,--,211,67.54,机械设备-电气设备-输变电设备,29.5307,30.8447,31.7607,1598945583.76,8379823944.74
000568.SZ,泸州老窖,191.12,-0.313,191.25,23.17,84.41,200.79,63.29,食品饮料-饮料制造-白酒,25.7697,25.9694,25.4069,4815378966.56,22007914311.24
300866.SZ,安克创新,190.12,2.276,190.12,19.25,--,199.9,114,电子-电子制造-电子零部件制造,25.3376,25.6689,25.5267,532781060.16,5120395041.21
603392.SH,万泰生物,188.76,3.487,188.76,26.04,--,296.8,12.6,医药生物-医疗器械服务-医疗器械Ⅲ,30.78,30.42,25.84,466704007.75,2369129831.23
605009.SH,豪悦护理,185.46,-1.398,185.47,55.65,--,217,74.71,轻工制造-造纸-造纸Ⅲ,25.5646,27.8554,36.7177,492396339.45,2681223590.34
603288.SH,海天味业,185.22,0.937,185.22,26.74,88.89166667,203,75.91666667,食品饮料-食品加工制造-调味发酵品,30.0859,30.951,31.851,4571403806.15,18334197491.44
688390.SH,固德威,179.56,4.292,179.56,37.99,--,207.38,104,机械设备-电气设备-电源设备,32.3,33.3667,32.5333,196763731.19,1392642752.06
688399.SH,硕世生物,178.21,-1.958,178.24,47.54,54.84,475.26,54.1,医药生物-医疗器械服务-医疗器械Ⅲ,--,--,--,581793307.96,1426722776.83
605266.SH,健之佳,161.80,-4.289,161.80,25.27,--,171.5,87.47,医药生物-医药商业-医药商业Ⅲ,--,--,--,171090017.69,747482066.81
603160.SH,汇顶科技,159.97,-1.411,159.97,16.04,208.3,387.2,155.78,电子-半导体及元件-集成电路,21.6633,20.9,20.974,1100082610.16,7442544716.37
688298.SH,东方生物,158.01,4.248,158.06,62.55,--,284.2,59.79,医药生物-医疗器械服务-医疗器械Ⅲ,50.755,61.045,90.98,664456764.88,1443745527.69
300860.SZ,锋尚文化,153.12,-1.512,153.12,20.73,--,242,126.01,信息服务-传媒-其他传媒,18.775,18.225,16.875,203902113.27,3105624213.79
300832.SZ,新产业,152.02,-1.662,152.03,17.33,--,204.08,36.17,医药生物-医疗器械服务-医疗器械Ⅲ,22.606,21.413,21.35,698365587.42,4495421312.87
603129.SH,春风动力,150.25,-2.416,150.24,25.05,42.35,180,29.49,交运设备-非汽车交运-其他交运设备,29.555,28.7,26.2517,296610347.97,1342792175.56
603658.SH,安图生物,149.25,-2.291,149.25,16.96,96.72,180.99,91.7,医药生物-医疗器械服务-医疗器械Ⅲ,29.7405,29.8427,26.5277,514301217.36,3291191861.25
688408.SH,中信博,146.58,3.663,146.58,15.43,--,159.8,75,机械设备-电气设备-电源设备,29.2675,26.2075,22.9425,173097697.99,2370364694.94
603737.SH,三棵树,145.59,2.254,145.60,17.73,58.21428571,177,51.44285714,化工-化学制品-涂料油漆油墨制造,30.0667,30.4575,26.8325,324906494.33,2501582497.42
300888.SZ,稳健医疗,145.49,-4.264,145.49,67.3,--,181.77,103.7,纺织服装-纺织制造-其他纺织,19.8538,20.72,48.4135,3150098280.6,9786083112.75
300033.SZ,同花顺,140.30,-1.385,140.25,19.02,112.26,187.99,90.15,信息服务-计算机应用-软件开发及服务,26.8653,27.4575,26.1085,772099972.12,4293788628.7
300677.SZ,英科医疗,138.60,-1.766,138.51,109.9,10.76,144.6,10.56666667,医药生物-医疗器械服务-医疗器械Ⅲ,28.5325,52.655,80.065,4372579432.27,6073210319.65
300122.SZ,智飞生物,137.97,-1.083,137.87,35.93,48.7,193.71,48.16,医药生物-生物制品-生物制品Ⅲ,34.27,37.6544,39.796,2478595732.37,7425933361.49
002791.SZ,坚朗五金,137.34,1.144,137.03,15.02,30.37,171.64,30.37,建筑材料-建筑材料-其他建材,23.4575,23.0589,20.4878,501774201.12,3756435399.27
688036.SH,传音控股,136.87,-4.206,136.87,21.69,44.76,155.58,40.83,电子-电子制造-电子系统组装,25.091,25.544,25.731,1953954336.96,9761196986.72
300869.SZ,康泰医学,135.31,-2.836,135.31,58.39,--,308,50.08,医药生物-医疗器械服务-医疗器械Ⅲ,--,--,--,514943653.16,1471494186.16
300347.SZ,泰格医药,134.43,-0.753,134.43,18.63,63.472,137.8,60.902,医药生物-医疗器械服务-医疗服务Ⅲ,19.8094,19.7741,21.6741,1318020419.28,17526206212.96
300916.SZ,朗特智能,130.70,1.657,130.70,21.51,--,186,124.16,电子-电子制造-电子零部件制造,--,--,--,60631138.93,275441998.33
300676.SZ,华大基因,128.99,-2.162,128.98,48.52,68.49899,199.4,65.45899,医药生物-医疗器械服务-医疗器械Ⅲ,15.105,20.9933,47.2267,2705299035.09,6868303677.71
300724.SZ,捷佳伟创,128.30,2.821,128.30,16.23,37.9,133.29,37.32,机械设备-电气设备-电源设备,22.2581,21.4059,18.8393,450558082.97,2957106739.58
300776.SZ,帝尔激光,124.51,-0.152,124.89,16.31,92.78125,144.88,68.80625,机械设备-电气设备-电源设备,24.05,22.3,20.2,256958870.06,1681299145.46
300850.SZ,新强联,123.30,-5.154,123.30,29.61,--,135.8,23.59,机械设备-通用设备-机械基础件,27,30,32,258823335.02,1347529002.87
300763.SZ,锦浪科技,122.69,4.825,122.96,21.79,23.47058824,141.46,23.11764706,机械设备-电气设备-电源设备,30.075,30.1417,25.245,210190505.25,956429374.49
688598.SH,金博股份,121.32,-1.515,121.53,16.06,--,125.98,76.47,有色金属-新材料-非金属新材料,27.5667,27.15,23.4667,114273999.06,1229542203.07
002847.SZ,盐津铺子,121.49,-0.320,121.49,22.3,36,161.88,34.9,食品饮料-食品加工制造-食品综合,28.0667,26.9092,23.9333,188511724.91,952608631.9
300725.SZ,药石科技,121.39,-1.148,121.39,17.4,68.18,149.62,63.21,医药生物-化学制药-化学原料药,24.9807,23.3443,20.7586,142339554.67,900650242.77
600132.SH,重庆啤酒,120.43,2.965,120.50,34.21,50.87,120.7,39.43,食品饮料-饮料制造-啤酒,41.8369,41.26,39.5376,460916305.19,1392358583.31
600486.SH,扬农化工,120.48,-0.224,120.48,18.97,68.14,123.66,57.42,化工-化学制品-农药,20.0754,20.823,20.8919,1023164649.48,5774715310.1
002049.SZ,紫光国微,113.10,1.617,113.10,15.2,51.382,160.8,46.032,电子-半导体及元件-集成电路,21.775,20.2172,17.51,684561290.94,4834556668.56
002975.SZ,博杰股份,112.13,-0.515,112.13,26.91,--,126.21,20.4,机械设备-专用设备-其它专用机械,38.695,30.6,21.47,306741641.59,1328385030.04
002959.SZ,小熊电器,110.31,1.100,110.32,18.03,52.53846154,165.9,39.4,家用电器-白色家电-小家电,23.587,23.7463,24.7875,321881759.51,1866583887.47
002841.SZ,视源股份,109.31,-1.372,109.31,25.18,85.05,113.44,71.62,电子-光学光电子-显示器件Ⅲ,22.6657,24.905,26.4663,1404365803.57,6860902392.5
300915.SZ,海融科技,108.80,-1.072,108.88,16.5,--,172,106.61,食品饮料-食品加工制造-食品综合,--,--,--,48295962.39,315966712.77
300864.SZ,南大环境,107.06,-0.585,107.06,30.04,--,209.77,102.55,公用事业-环保工程-环保工程及服务,--,--,--,92550143.06,1054050752.54
002916.SZ,深南电路,106.66,-1.250,106.65,19.74,102.10714286,198,99.99,电子-半导体及元件-印制电路板,25.0011,25.3761,25.2511,1098093385.73,7083800033.37
603338.SH,浙江鼎力,104.00,0.106,104.07,17.64,51.17857143,113.55,38.67857143,机械设备-专用设备-其它专用机械,24.2022,24.6688,23.015,620309233.12,3703985111.09
603185.SH,上机数控,103.97,-5.591,103.85,17.85,19.23076923,117,19.11538462,机械设备-电气设备-电源设备,32.0933,32.3433,23.9833,342517471.94,2178520865.87
688356.SH,键凯科技,102.73,-4.080,102.73,18.07,--,150.6,76.16,医药生物-化学制药-化学原料药,12.63,11.03,11.945,56129850.29,830025591.64
603208.SH,江山欧派,101.42,-2.411,101.60,21.67,38.76153846,158,38.76153846,轻工制造-家用轻工-家具,26.02,25.869,24.213,312352126.27,1680427803.38
688289.SH,圣湘生物,101.46,1.177,101.46,112.46,--,154.8,94.25,医药生物-医疗器械服务-医疗器械Ⅲ,24.94,41.04,84.49,2012815337.7,4439548392.27
300702.SZ,天宇股份,100.28,-0.219,100.28,25.2,49.86,129.64,49.15,医药生物-化学制药-化学原料药,24.7717,26.64,28.55,577922756.5,2554122122.01
300908.SZ,仲景食品,100.03,-2.162,99.99,21.67,--,127.25,96.6,食品饮料-食品加工制造-调味发酵品,24.315,23.94,22.86,105834470.31,528924828.98
300852.SZ,四会富仕,99.18,-2.583,99.18,16.51,--,135.98,39.67,电子-半导体及元件-印制电路板,--,--,--,88605538.23,846382626.51
603613.SH,国联股份,99.05,0.569,99.05,15.3,53.03793103,107.77,43.7137931,信息服务-计算机应用-软件开发及服务,22.5945,19.05,16.6127,178792006.12,1336810917.16
603882.SH,金域医学,99.05,0.051,99.05,37.8,51.314,118.33,46.524,医药生物-医疗器械服务-医疗服务Ⅲ,22.2922,24.0228,37.5,1054925022.02,3374907794.39
300875.SZ,捷强装备,99.02,-1.237,99.02,19.62,--,174.71,93.52,国防军工-国防军工-地面兵装,--,--,--,73230405.14,1337250061.92
688580.SH,伟思医疗,99.00,-2.328,99.00,17.1,--,237,98.12,医药生物-医疗器械服务-医疗器械Ⅲ,21.818,20.566,19.62,85609917.67,1353087087.89
688002.SH,睿创微纳,98.80,1.655,98.88,18.1,38.204,103.13,36.644,电子-其他电子-其他电子Ⅲ,21.9888,20.0763,18.3813,464775049.96,2787117123.92
002991.SZ,甘源食品,98.29,-2.799,98.29,16.74,--,157.69,45.44,食品饮料-食品加工制造-食品综合,19.9757,18.5429,17.9329,124095580.31,1365752311.64
300558.SZ,贝达药业,97.13,-0.787,97.13,18.91,65.82,160.66,61.31,医药生物-化学制药-化学制剂,15.5571,13.5914,16.0529,513827655.16,2995055784.05
601100.SH,恒立液压,96.50,-0.269,96.53,24.31,33.21621622,100.5,28.83783784,机械设备-通用设备-机械基础件,25.3321,27.2379,27.8986,1472094928.13,6567235341.32
300816.SZ,艾可蓝,93.70,-3.282,93.70,17.21,--,125.88,24.08,机械设备-专用设备-环保设备,34.964,30.502,29.288,88802889.86,732443480.76
603416.SH,信捷电气,91.73,2.868,91.82,18.75,27.86,109.52,25.66,机械设备-电气设备-电气自控设备,21.4418,21.4317,21.1833,246437250.25,1427129725.47
003021.SZ,兆威机电,91.25,-2.281,91.27,22.9,--,118.8,87.63,电子-电子制造-电子零部件制造,--,--,--,179156319.81,872269084.08
688330.SH,宏力达,90.95,-2.696,90.95,33.23,--,120,88.11,机械设备-电气设备-输变电设备,--,--,--,255289195.79,2962242016.25
600276.SH,恒瑞医药,88.34,-1.932,88.33,16.04,73.14166667,105,64.125,医药生物-化学制药-化学制剂,21.9147,21.7111,21.0616,4258592129.13,28405244581.2
002568.SZ,百润股份,87.89,10.000,87.89,17.75,26,87.89,22.1,食品饮料-饮料制造-其他酒类,24.3913,22.8778,20.6456,383160586.86,2075086450.37
300815.SZ,玉禾田,86.64,-4.471,86.74,25.09,--,151.35,35.233,公用事业-环保工程-环保工程及服务,24.5675,25.0954,34.0446,527814251.78,2584780012.65
002709.SZ,天赐材料,86.48,2.683,86.51,17.05,20.81,89.28,18.6,化工-化学制品-其他化学制品,21.1508,22.1171,21.7371,518373889.44,3454980227.55
300124.SZ,汇川技术,84.43,-1.344,84.43,16.01,30.42,87.9,22.98,机械设备-电气设备-电气自控设备,20.6948,20.0754,18.8783,1498299053.01,10281234142.1
000333.SZ,美的集团,84.09,-3.010,84.09,20.35,57.06,95.32,44.7,家用电器-白色家电-空调,20.408,21.0512,21.3069,22018301000,120128992000
603233.SH,大参林,83.98,-4.062,84.08,18.08,43.1,99.44,41.625,医药生物-医药商业-医药商业Ⅲ,23.0805,22.1384,20.6526,867055229.02,5151010633.39
300870.SZ,欧陆通,83.70,3.628,83.70,21.28,--,114,66.26,电子-电子制造-电子零部件制造,--,--,--,132517775.91,1443283749.76
002993.SZ,奥海科技,81.33,4.418,81.30,23.19,--,112.68,32.26,电子-电子制造-电子零部件制造,25.52,22.1,16.3967,238005619.93,2140237412.58
688595.SH,芯海科技,79.40,1.795,79.40,20.14,--,84.08,61.38,电子-半导体及元件-集成电路,17.055,16.815,16.75,60692036.6,835451565.62
603899.SH,晨光文具,79.55,-0.164,79.27,20.5,48.62,86.44,39.91,轻工制造-家用轻工-文娱用品,24.1633,24.2023,23.7742,912908827.61,5207286796.56
300699.SZ,光威复材,78.80,-0.568,78.80,15.47,45.1,93,41.71,化工-化工合成材料-其他纤维,19.9591,18.7218,17.3205,524423569.7,3553796633.76
300892.SZ,品渥食品,78.40,-3.460,78.40,26.33,--,85.38,52.5,食品饮料-食品加工制造-乳品,20.22,21.815,22.725,102534118.17,1038113895.07
002714.SZ,牧原股份,77.30,-1.176,77.30,63.47,52.64705882,99.01,42.91764706,农林牧渔-养殖业-畜禽养殖,24.3921,41.326,61.8047,20987828337.83,58811941376.6
003011.SZ,海象新材,77.25,0.234,77.25,30.48,--,79.5,46.4,轻工制造-家用轻工-家具,22.1533,21.35,20.2833,147478186.71,1175585623.85
688208.SH,道通科技,76.95,-0.182,76.95,15.19,--,85.98,32.61,信息设备-计算机设备-计算机设备Ⅲ,36.88,31.8175,26.7875,319101047.79,2408464731.82
300770.SZ,新媒股份,75.00,-2.506,75.09,19.07,71.94444444,142.5,65.18,信息服务-通信服务-互联网信息服务,22.0639,22.1091,21.4204,455135646.77,2525593840.4
605123.SH,派克新材,75.09,3.831,75.07,15.31,--,92,36.4,机械设备-通用设备-机械基础件,21.49,20.0133,18.0067,121868064.19,1530700633.45
603816.SH,顾家家居,74.92,-0.795,74.85,16.39,44.73,83.78,32.63,轻工制造-家用轻工-家具,20.3485,20.2814,19.68,1009789625.65,7243597669.73
300628.SZ,亿联网络,74.56,-2.683,74.72,21.89,48.15333333,77.5,45.8,信息设备-通信设备-终端设备,27.9169,26.9944,25.2678,1007749914.38,4872574897.02
300905.SZ,宝丽迪,74.43,-4.147,74.43,19.99,--,124.3,72.2,化工-化工合成材料-其他塑料制品,--,--,--,77922413.2,416191984.49
601012.SH,隆基股份,73.98,1.985,73.98,20.8,24.7,83.09,21.37,机械设备-电气设备-电源设备,23.2935,24.48,24.144,6356828043.41,34078099366.45
300595.SZ,欧普康视,73.88,1.081,73.89,16.02,31.93333333,74.49,30.52,医药生物-医疗器械服务-医疗器械Ⅲ,24.5822,23.8389,22.2589,277501108.28,1793050767.51
300482.SZ,万孚生物,73.07,-0.733,73.11,22.85,51.6,111,51.36,医药生物-医疗器械服务-医疗器械Ⅲ,23.7131,23.6685,24.6538,565944831.91,3021018637.39
002032.SZ,苏泊尔,72.29,-0.014,72.30,16.32,75.46,88.8,61.33,家用电器-白色家电-小家电,23.3196,24.0658,24.2192,1080892547.17,6602677240.93
600779.SH,水井坊,72.06,-1.275,72.03,23.59,50.3,86.49,37.06,食品饮料-饮料制造-白酒,31.8394,32.3395,29.9747,501818992.18,1907340870.48
002901.SZ,大博医疗,71.36,-1.951,71.36,23.34,59.18,119.78,54.4,医药生物-医疗器械服务-医疗器械Ⅲ,25.9313,25.9529,26.6086,427595341.53,1950976175.43
300909.SZ,汇创达,69.96,2.042,69.96,18.5,--,94.89,66,电子-光学光电子-显示器件Ⅲ,--,--,--,70138298.97,416468526.6
600872.SH,中炬高新,69.89,-0.257,69.79,16.06,39.1,83.38,33.79,食品饮料-食品加工制造-调味发酵品,20.3872,19.8524,18.9362,667808603.59,4748402241.81
603520.SH,司太立,69.31,-2.886,69.31,16.41,30.11428571,98.5,28.03571429,医药生物-化学制药-化学原料药,27.63,24.8171,20.1829,198449659.64,1833868494.77
603317.SH,天味食品,69.13,1.662,69.13,25.94,30.84827586,78.38,22.0137931,食品饮料-食品加工制造-调味发酵品,23.585,21.5178,19.71,320162407.35,2051284613.8
300529.SZ,健帆生物,67.36,-2.036,67.36,27.15,37.33684211,82.39,35.26315789,医药生物-医疗器械服务-医疗器械Ⅲ,30.9442,29.825,28.4417,627410475.05,2580658053.91
300015.SZ,爱尔眼科,66.89,0.375,66.88,21.85,30.54615385,70.36,26.19230769,医药生物-医疗器械服务-医疗服务Ⅲ,25.027,23.5517,20.8891,1546035447.78,10217466283
300413.SZ,芒果超媒,65.78,-0.106,65.88,16.89,34.9,81.73,34.9,信息服务-通信服务-互联网信息服务,16.9831,16.7668,16.6768,1611889656.57,10251491635
300357.SZ,我武生物,65.50,-0.848,65.50,17.05,44.26,68,37.97,医药生物-生物制品-生物制品Ⅲ,24.3992,23.1192,20.8069,229130659.19,1481083680.12
300856.SZ,科思股份,64.78,-0.781,64.78,15.26,--,107.55,36.52,化工-化学制品-日用化学产品,16.4267,16.19,16.005,118705837.69,1430310025.84
605369.SH,拱东医疗,63.91,-0.265,63.91,32.82,--,80.75,37.98,医药生物-医疗器械服务-医疗器械Ⅲ,--,--,--,158970853.41,1141707336.77
